cod,nome,data,tipo,cod_tipo,entrada_saida,quantidade,filial,temp_max,temp_min,temp_med,umidade,chuva_mm,prob_chuva,nuvens_pct,vento_kmh,uv,condicoes,icone,dia_semana,chuveu,clima_categoria
10,Açai Natural 250ml,2025-10-01,VENDA,24035,S,-1,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
101,PIC ABACAXI,2025-10-01,VENDA,24043,S,-5,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
102,PIC ACAI,2025-10-01,VENDA,24043,S,-10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
102,PIC ACAI,2025-10-01,VENDA,24035,S,-2,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
102,PIC ACAI,2025-10-01,VENDA,24038,S,-1,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
103,PIC AMENDOIM,2025-10-01,VENDA,24035,S,-1,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
103,PIC AMENDOIM,2025-10-01,VENDA,24038,S,-2,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
105,PIC CHICLETE,2025-10-01,VENDA,24035,S,-1,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
105,PIC CHICLETE,2025-10-01,VENDA,24037,S,-20,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
106,PIC CHOCOLATE,2025-10-01,VENDA,24043,S,-10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
106,PIC CHOCOLATE,2025-10-01,VENDA,24035,S,-3,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
106,PIC CHOCOLATE,2025-10-01,VENDA,24037,S,-15,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
106,PIC CHOCOLATE,2025-10-01,VENDA,24038,S,-2,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
107,PIC COCO,2025-10-01,VENDA,24039,E,10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
107,PIC COCO,2025-10-01,VENDA,24040,S,-5,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
107,PIC COCO,2025-10-01,VENDA,24042,S,-10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
107,PIC COCO,2025-10-01,VENDA,24043,S,-10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
107,PIC COCO,2025-10-01,VENDA,24037,S,-15,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
107,PIC COCO,2025-10-01,VENDA,24038,S,-2,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
107,PIC COCO,2025-10-01,VENDA,24039,S,-10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
108,PIC COCO QUEIM,2025-10-01,VENDA,24040,S,-7,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
108,PIC COCO QUEIM,2025-10-01,VENDA,24038,S,-1,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
109,PIC CREME,2025-10-01,VENDA,24040,S,-11,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
200,SORV ABACAXICOCO400ML,2025-10-01,VENDA,24035,S,-1,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
209,SORV FLOCOS400ML,2025-10-01,VENDA,24035,S,-1,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
306,SORV CREME2L,2025-10-01,VENDA,24035,S,-1,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
90,AÇAI GARRAFA NATURAL,2025-10-01,VENDA,24037,S,-3,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
111,PIC FLOCOS,2025-10-01,VENDA,24043,S,-10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
111,PIC FLOCOS,2025-10-01,VENDA,24037,S,-15,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
111,PIC FLOCOS,2025-10-01,VENDA,24038,S,-1,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
112,PIC GRAVIOLA,2025-10-01,VENDA,24037,S,-15,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
112,PIC GRAVIOLA,2025-10-01,VENDA,24038,S,-2,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
113,PIC KIWI,2025-10-01,VENDA,24035,S,-1,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
114,leite,2025-10-01,VENDA,24040,S,-5,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
114,leite,2025-10-01,VENDA,24043,S,-10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
114,leite,2025-10-01,VENDA,24037,S,-15,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
114,leite,2025-10-01,VENDA,24038,S,-1,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
115,PIC LIMAO,2025-10-01,VENDA,24039,E,10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
115,PIC LIMAO,2025-10-01,VENDA,24042,S,-10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
115,PIC LIMAO,2025-10-01,VENDA,24039,S,-10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
117,PIC MANGA,2025-10-01,VENDA,24043,S,-5,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
118,PIC MARACUJA,2025-10-01,VENDA,24043,S,-10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
118,PIC MARACUJA,2025-10-01,VENDA,24035,S,-1,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
118,PIC MARACUJA,2025-10-01,VENDA,24038,S,-1,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
119,PIC MILHO VERDE,2025-10-01,VENDA,24039,E,10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
119,PIC MILHO VERDE,2025-10-01,VENDA,24040,S,-18,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
119,PIC MILHO VERDE,2025-10-01,VENDA,24042,S,-10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
119,PIC MILHO VERDE,2025-10-01,VENDA,24043,S,-10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
119,PIC MILHO VERDE,2025-10-01,VENDA,24037,S,-10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
119,PIC MILHO VERDE,2025-10-01,VENDA,24038,S,-2,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
119,PIC MILHO VERDE,2025-10-01,VENDA,24039,S,-10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
214,SORV MILHOVERD400ML,2025-10-01,VENDA,24035,S,-1,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
317,SORV MORANGO2L,2025-10-01,VENDA,24035,S,-1,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
91,AÇAI GARRAFA BANANA,2025-10-01,VENDA,24037,S,-3,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
120,PIC MINISSAIA,2025-10-01,VENDA,24035,S,-1,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
121,PIC MORANGO,2025-10-01,VENDA,24039,E,10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
121,PIC MORANGO,2025-10-01,VENDA,24042,S,-10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
121,PIC MORANGO,2025-10-01,VENDA,24043,S,-10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
121,PIC MORANGO,2025-10-01,VENDA,24037,S,-15,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
121,PIC MORANGO,2025-10-01,VENDA,24038,S,-2,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
121,PIC MORANGO,2025-10-01,VENDA,24039,S,-10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
123,PIC UVA,2025-10-01,VENDA,24043,S,-10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
123,PIC UVA,2025-10-01,VENDA,24035,S,-3,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
123,PIC UVA,2025-10-01,VENDA,24037,S,-15,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
123,PIC UVA,2025-10-01,VENDA,24038,S,-2,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
125,PIC GOIABA,2025-10-01,VENDA,24038,S,-1,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
72,COCA COLA 350ML,2025-10-01,VENDA,24035,S,-2,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
92,AÇAI GARRAFA MORANGO,2025-10-01,VENDA,24037,S,-6,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
153,SORV BOMBOM250ML,2025-10-01,VENDA,24036,S,-3,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
155,SORV CHOCOLATE250ML,2025-10-01,VENDA,24039,E,10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
155,SORV CHOCOLATE250ML,2025-10-01,VENDA,24042,S,-8,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
155,SORV CHOCOLATE250ML,2025-10-01,VENDA,24036,S,-3,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
155,SORV CHOCOLATE250ML,2025-10-01,VENDA,24037,S,-15,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
155,SORV CHOCOLATE250ML,2025-10-01,VENDA,24039,S,-10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
156,SORV COCO250ML,2025-10-01,VENDA,24036,S,-3,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
157,SORV CREME250ML,2025-10-01,VENDA,24039,E,5,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
157,SORV CREME250ML,2025-10-01,VENDA,24042,S,-5,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
157,SORV CREME250ML,2025-10-01,VENDA,24036,S,-3,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
157,SORV CREME250ML,2025-10-01,VENDA,24037,S,-15,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
157,SORV CREME250ML,2025-10-01,VENDA,24039,S,-5,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
158,SORV DOCELPASSAS250ML,2025-10-01,VENDA,24037,S,-8,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
159,SORVETE FLOCOS250ML,2025-10-01,VENDA,24039,E,10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
159,SORVETE FLOCOS250ML,2025-10-01,VENDA,24042,S,-10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
159,SORVETE FLOCOS250ML,2025-10-01,VENDA,24036,S,-3,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
159,SORVETE FLOCOS250ML,2025-10-01,VENDA,24037,S,-15,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
159,SORVETE FLOCOS250ML,2025-10-01,VENDA,24039,S,-10,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
75,ÁGUA MINERAL,2025-10-01,VENDA,24035,S,-4,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
163,SORV MENTAFLOCOS250ML,2025-10-01,VENDA,24036,S,-2,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
165,SORV MORANGO250ML,2025-10-01,VENDA,24039,E,5,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
165,SORV MORANGO250ML,2025-10-01,VENDA,24042,S,-7,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
165,SORV MORANGO250ML,2025-10-01,VENDA,24036,S,-3,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
165,SORV MORANGO250ML,2025-10-01,VENDA,24037,S,-15,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
165,SORV MORANGO250ML,2025-10-01,VENDA,24039,S,-5,1,26.2,20.6,22.8,72.1,0.0,0.0,9.2,29.2,10.0,Clear,clear-day,Quarta,False,Sol
10,Açai Natural 250ml,2025-10-02,VENDA,24045,S,-9,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
104,PIC BLUE ICE,2025-10-02,VENDA,24045,S,-15,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
105,PIC CHICLETE,2025-10-02,VENDA,24045,S,-15,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
106,PIC CHOCOLATE,2025-10-02,VENDA,24045,S,-20,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
107,PIC COCO,2025-10-02,VENDA,24045,S,-20,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
203,SORV BOMBOM400ML,2025-10-02,VENDA,24044,S,-2,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
209,SORV FLOCOS400ML,2025-10-02,VENDA,24044,S,-2,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
11,Açai Banana 250ml,2025-10-02,VENDA,24045,S,-9,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
114,leite,2025-10-02,VENDA,24044,S,-1,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
114,leite,2025-10-02,VENDA,24045,S,-15,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
115,PIC LIMAO,2025-10-02,VENDA,24045,S,-15,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
118,PIC MARACUJA,2025-10-02,VENDA,24044,S,-1,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
118,PIC MARACUJA,2025-10-02,VENDA,24045,S,-10,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
119,PIC MILHO VERDE,2025-10-02,VENDA,24045,S,-10,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
211,SOR GRAVIOLA400ML,2025-10-02,VENDA,24044,S,-1,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
212,MARACUJÁ 400ML,2025-10-02,VENDA,24044,S,-1,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
216,SORV PASSASRUM400ML,2025-10-02,VENDA,24044,S,-1,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
311,SORV FLOCOS2L,2025-10-02,VENDA,24044,S,-1,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
314,MARACUJÁ 2L,2025-10-02,VENDA,24044,S,-1,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
41,Açai Banana 2L,2025-10-02,VENDA,24044,S,-1,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
51,Açai Banana 5L,2025-10-02,VENDA,24044,S,-1,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
12,Açai Morango 250ml,2025-10-02,VENDA,24045,S,-7,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
121,PIC MORANGO,2025-10-02,VENDA,24045,S,-15,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
123,PIC UVA,2025-10-02,VENDA,24045,S,-20,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
126,PIC SKIMO COCO,2025-10-02,VENDA,24044,S,-1,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
127,PIC SKIMO MORANGO,2025-10-02,VENDA,24044,S,-1,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
128,SKIMO MARACUJÁ,2025-10-02,VENDA,24044,S,-2,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
62,Açai Morango 10L,2025-10-02,VENDA,24045,S,-1,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
72,COCA COLA 350ML,2025-10-02,VENDA,24044,S,-1,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
130,PIC SKIMO GALAK,2025-10-02,VENDA,24044,S,-2,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
153,SORV BOMBOM250ML,2025-10-02,VENDA,24045,S,-5,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
155,SORV CHOCOLATE250ML,2025-10-02,VENDA,24045,S,-5,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
156,SORV COCO250ML,2025-10-02,VENDA,24045,S,-3,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
159,SORVETE FLOCOS250ML,2025-10-02,VENDA,24045,S,-7,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
75,ÁGUA MINERAL,2025-10-02,ENTRADA,827,E,5,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
75,ÁGUA MINERAL,2025-10-02,VENDA,24044,S,-3,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
164,SORV MILHOVERD250ML,2025-10-02,VENDA,24045,S,-3,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
165,SORV MORANGO250ML,2025-10-02,VENDA,24045,S,-7,1,25.0,20.9,22.9,76.9,0.0,0.0,48.4,31.4,9.0,Partially cloudy,partly-cloudy-day,Quinta,False,Nublado
10,Açai Natural 250ml,2025-10-03,VENDA,24051,S,-1,1,28.2,21.7,24.0,69.3,0.0,0.0,46.4,21.2,8.0,Partially cloudy,partly-cloudy-day,Sexta,False,Nublado
10,Açai Natural 250ml,2025-10-03,VENDA,24046,S,-2,1,28.2,21.7,24.0,69.3,0.0,0.0,46.4,21.2,8.0,Partially cloudy,partly-cloudy-day,Sexta,False,Nublado
10,Açai Natural 250ml,2025-10-03,VENDA,24056,S,-10,1,28.2,21.7,24.0,69.3,0.0,0.0,46.4,21.2,8.0,Partially cloudy,partly-cloudy-day,Sexta,False,Nublado
101,PIC ABACAXI,2025-10-03,VENDA,24050,S,-2,1,28.2,21.7,24.0,69.3,0.0,0.0,46.4,21.2,8.0,Partially cloudy,partly-cloudy-day,Sexta,False,Nublado
101,PIC ABACAXI,2025-10-03,VENDA,24051,S,-2,1,28.2,21.7,24.0,69.3,0.0,0.0,46.4,21.2,8.0,Partially cloudy,partly-cloudy-day,Sexta,False,Nublado
102,PIC ACAI,2025-10-03,VENDA,24053,S,-4,1,28.2,21.7,24.0,69.3,0.0,0.0,46.4,21.2,8.0,Partially cloudy,partly-cloudy-day,Sexta,False,Nublado
102,PIC ACAI,2025-10-03,VENDA,24048,S,-5,1,28.2,21.7,24.0,69.3,0.0,0.0,46.4,21.2,8.0,Partially cloudy,partly-cloudy-day,Sexta,False,Nublado
102,PIC ACAI,2025-10-03,VENDA,24049,S,-3,1,28.2,21.7,24.0,69.3,0.0,0.0,46.4,21.2,8.0,Partially cloudy,partly-cloudy-day,Sexta,False,Nublado
103,PIC AMENDOIM,2025-10-03,VENDA,24050,S,-4,1,28.2,21.7,24.0,69.3,0.0,0.0,46.4,21.2,8.0,Partially cloudy,partly-cloudy-day,Sexta,False,Nublado
103,PIC AMENDOIM,2025-10-03,VENDA,24049,S,-2,1,28.2,21.7,24.0,69.3,0.0,0.0,46.4,21.2,8.0,Partially cloudy,partly-cloudy-day,Sexta,False,Nublado
104,PIC BLUE ICE,2025-10-03,VENDA,24046,S,-1,1,28.2,21.7,24.0,69.3,0.0,0.0,46.4,21.2,8.0,Partially cloudy,partly-cloudy-day,Sexta,False,Nublado
104,PIC BLUE ICE,2025-10-03,VENDA,24047,S,-5,1,28.2,21.7,24.0,69.3,0.0,0.0,46.4,21.2,8.0,Partially cloudy,partly-cloudy-day,Sexta,False,Nublado
104,PIC BLUE ICE,2025-10-03,VENDA,24057,S,-5,1,28.2,21.7,24.0,69.3,0.0,0.0,46.4,21.2,8.0,Partially cloudy,partly-cloudy-day,Sexta,False,Nublado
105,PIC CHICLETE,2025-10-03,VENDA,24053,S,-4,1,28.2,21.7,24.0,69.3,0.0,0.0,46.4,21.2,8.0,Partially cloudy,partly-cloudy-day,Sexta,False,Nublado
105,PIC CHICLETE,2025-10-03,VENDA,24046,S,-1,1,28.2,21.7,24.0,69.3,0.0,0.0,46.4,21.2,8.0,Partially cloudy,partly-cloudy-day,Sexta,False,Nublado
105,PIC CHICLETE,2025-10-03,VENDA,24057,S,-5,1,28.2,21.7,24.0,69.3,0.0,0.0,46.4,21.2,8.0,Partially cloudy,partly-cloudy-day,Sexta,False,Nublado
